4.03	3.57	
4.29	3.84	
5.88	0.72	
4.99	4.19	
3.01	4.21	
5.60	2.17	
4.21	2.39	
5.55	2.56	
4.10	2.02	
5.00	2.87	
4.59	2.95	
5.13	1.55	
3.65	1.74	
5.36	3.54	
3.07	3.10	
4.08	5.02	
6.13	2.23	
4.15	3.06	
3.19	1.22	
3.16	2.30	
5.38	1.98	
5.08	2.64	
4.75	2.80	
4.78	4.03	
1.91	3.45	
3.54	2.13	
4.14	4.30	
4.32	3.06	
3.90	4.65	
3.75	1.31	
2.85	3.58	
3.71	2.94	
5.37	2.98	
5.08	0.69	
4.82	2.81	
4.64	2.61	
3.66	3.96	
5.25	2.92	
3.59	3.50	
3.71	2.84	
3.13	1.91	
4.06	2.51	
2.99	3.88	
3.99	2.78	
4.21	3.27	
5.09	2.20	
3.82	2.07	
4.75	2.77	
3.12	1.94	
4.37	3.42	
5.61	3.94	
5.13	2.33	
4.46	3.07	
3.80	2.07	
3.60	3.08	
3.37	3.66	
4.01	0.89	
5.02	4.16	
4.42	2.61	
5.86	2.89	
2.48	2.57	
4.78	1.69	
5.01	4.19	
3.78	3.48	
4.25	1.93	
4.09	4.36	
5.77	3.40	
1.06	3.16	
3.47	4.20	
3.29	3.02	
4.18	3.93	
4.37	2.62	
2.99	2.42	
3.09	2.67	
4.26	3.09	
5.68	1.65	
3.09	3.70	
5.24	3.80	
3.52	2.36	
3.53	0.83	
3.50	3.30	
4.30	3.75	
3.26	3.78	
4.96	3.51	
3.52	3.62	
5.86	3.01	
3.69	4.40	
3.55	0.80	
4.87	1.79	
4.72	2.42	
4.32	3.34	
2.48	4.42	
2.24	1.31	
4.54	2.88	
4.27	1.75	
3.86	2.97	
3.28	4.24	
3.61	1.88	
6.74	3.41	
5.82	3.38	
4.00	1.25	
4.65	4.06	
3.71	3.38	
3.42	3.16	
3.90	3.75	
2.97	2.89	
4.98	2.29	
4.01	3.06	
4.56	2.69	
5.56	2.13	
5.05	3.15	
5.03	3.82	
4.36	3.30	
2.87	3.55	
4.17	3.79	
3.59	1.70	
3.97	1.21	
3.06	4.09	
3.29	3.02	
3.26	2.58	
3.69	2.81	
4.36	4.25	
5.09	3.63	
2.96	3.20	
4.82	2.46	
5.38	3.76	
5.01	1.34	
2.13	1.98	
5.28	1.39	
4.09	3.20	
4.41	3.22	
3.09	3.02	
1.76	3.85	
4.08	2.93	
3.26	2.49	
4.45	2.64	
4.66	2.15	
4.80	2.60	
5.38	1.98	
3.74	1.95	
4.42	2.21	
3.66	0.39	
3.22	3.22	
3.76	2.81	
4.03	2.87	
4.00	2.18	
3.12	3.83	
5.06	3.40	
4.80	2.23	
4.63	4.75	
5.63	2.69	
3.23	3.99	
3.60	3.61	
5.29	2.56	
5.01	4.52	
5.89	2.91	
4.74	3.28	
3.32	1.75	
4.19	2.88	
3.71	2.68	
3.60	2.27	
3.05	2.64	
4.51	4.14	
2.95	2.15	
4.31	3.25	
5.50	1.95	
4.65	1.36	
3.34	2.52	
4.00	4.24	
4.69	3.08	
5.03	2.72	
4.68	3.32	
5.90	5.25	
4.14	2.37	
0.87	2.92	
2.28	4.59	
4.85	2.21	
3.76	4.00	
3.04	2.81	
3.03	2.03	
3.74	3.65	
5.88	1.39	
4.04	3.17	
4.26	2.14	
1.93	3.31	
3.77	2.06	
4.40	3.08	
5.75	4.06	
4.86	1.47	
4.13	3.46	
5.62	1.15	
3.10	1.57	
5.19	3.90	
6.07	2.50	
5.40	3.19	
4.12	4.53	
5.46	2.94	
3.36	2.70	
3.08	3.37	
4.23	3.58	
2.62	2.60	
5.23	4.18	
4.64	2.48	
1.94	2.24	
1.81	2.63	
4.03	3.21	
3.68	4.09	
4.54	2.08	
5.32	1.52	
3.92	3.23	
5.19	2.66	
4.17	1.72	
3.51	3.81	
6.83	2.97	
3.89	2.50	
5.03	1.31	
3.36	2.44	
3.34	3.33	
4.00	3.55	
2.84	3.13	
3.84	3.23	
4.89	2.21	
4.49	1.97	
3.38	2.80	
2.42	3.83	
5.44	3.05	
3.06	2.76	
4.55	0.75	
3.08	3.62	
3.82	2.37	
2.60	3.06	
2.82	2.19	
3.94	2.40	
3.68	4.89	
3.74	2.63	
3.62	2.54	
3.35	4.48	
3.96	4.12	
3.76	2.60	
2.84	3.49	
4.76	1.79	
3.67	2.22	
3.47	2.84	
3.24	3.03	
2.80	3.35	
4.84	2.82	
3.42	2.52	
3.34	4.02	
3.89	3.11	
3.88	3.26	
4.45	3.42	
5.40	2.73	
5.59	1.61	
4.02	2.29	
3.90	2.62	
5.01	2.73	
4.69	1.84	
4.71	1.85	
3.80	1.99	
3.07	3.07	
2.68	1.81	
1.76	3.12	
2.91	2.19	
4.82	2.32	
2.20	3.16	
3.51	3.48	
4.89	5.08	
4.23	2.54	
5.38	2.67	
3.66	2.35	
3.56	3.56	
5.60	2.73	
4.62	1.90	
4.10	3.72	
1.49	2.52	
5.25	2.35	
5.10	2.16	
5.59	3.96	
5.45	3.71	
4.17	3.49	
4.74	2.82	
2.97	3.64	
5.16	3.57	
5.63	3.26	
4.67	1.81	
4.79	3.75	
3.74	3.57	
2.82	1.54	
4.06	4.56	
3.38	3.69	
4.39	3.21	
2.33	3.99	
3.78	2.57	
3.68	3.19	
4.32	3.17	
3.27	3.67	
4.51	3.94	
4.93	3.89	
